iterrations;100;;;;;;;;;;;;
sil_0;0.6;0.9;-1;0;-9999;-100;-0.748883066;-0.531798271;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.2006106620119945, 0.4911421490839123, -0.2817045854694884, -0.8509704100832569, -0.7226159942301726, 0.9453132380522702, -0.09936891893939004, -0.2834542345789117, 0.035451447290479665, -0.4185853335669698, 0.26144604915204583, 0.35694078820728814, -0.009409049524971902, -0.9264818459773978, -0.36111571761773287, -0.5320993129770986, 0.05261408994722583, 0.2014815958795686, -0.4796206288943705, -0.4565798404503556, 0, 0.3434244420012733, -0.6366674943718165, -0.7738172988793601, 0.9739998045799507, 0.17818630180026873, -0.7056087601922023, -0.2857219095243817, -0.7200720312391617, -0.11910951041334572, -0.26824041193009673, -0.4010123297087449, 0.6432607421956071, 0.6024332161543942, -0.8762966217586075, 0.22435681900277404, 0.8818457883986253, 0.6077146304914458, -0.8558509911012571, -0.37442811201630066]]
sil_1;0.6;0.9;-1;0;-9999;-100;-0.877798985;-0.735751563;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.34108349909150815, 0.8120843436159617, 0.6015285572847007, -0.9122345018355793, 0.14755331779298309, 0.00021827345104385998, -0.31120903429967606, -0.024096338283850827, 0.42637887386249806, 0.10513158367656006, 0.9262375865319226, -0.9620345624151101, 0.31894297716748055, -0.6759884773705682, -0.29564802630013176, 0.7270628071158856, -0.13636212962473926, 0.15572202970460514, 0.1611186296546563, 0.4975290975479181, 0.9607389931938033, 0, -0.8915565964055827, 0.7067877213421045, -0.6348939682072232, 0.8909323056287917, -0.1599866013539577, 0.20594533115632752, -0.5404866426076353, -0.40919747121217753, 0.6305412642867267, 0.39620812909878755, -0.27192782412044325, -0.32656838059509363, 0.6970079638747937, 0.8005137892309755, 0.5180992579840802, 0.8093714873636659, -0.09412230803901722, -0.24800337624054603]]
sil_2;0.6;0.9;-1;0;-9999;-100;-0.742797183;-0.535031295;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.9628666231205214, -0.19034642315075856, 0.3794591179792597, 0.5297070491515854, -0.8202131890385056, 0.11208524936281505, -0.25285700043649006, 0.5436834227026388, -0.024321790908153673, -0.9216137767230088, -0.7237784342599067, -0.7181869717115223, -0.7125880609433002, -0.26703045243022894, -0.7787460560135364, 0.4623668972604631, -0.14092320296293637, 0.7983871724863965, -0.8629157206131883, -0.6938852160992997, 0.4218948638321318, 0.12469774630958863, 0, -0.8406894580125499, -0.4439916635366863, 0.4049254337512984, 0.5315862965100087, 0.33976930984173404, -0.15522937978625206, 0.7733504907152806, 0.4595672355049807, -0.32131439724826016, -0.3140211833303532, 0.7361390817050295, 0.4804514947179823, 0.14054878711216512, 0.7614445503003504, 0.09752957734338508, -0.580291858822807, -0.1437049600836655]]
sil_3;0.6;0.9;-1;0;-9999;-100;-0.867716853;-0.905337267;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.08277348797631334, -0.20096383073300372, 0.4195928580633017, 0.18779175461620845, -0.46680243477607086, -0.9349030447287578, -0.3827511254881546, 0.5778272306532848, -0.4012296299365199, 0.4142817309568547, -0.18374187417375443, 0.8520327743017908, -0.23894591273092303, 0.15766091707492746, -0.5856553475050807, -0.7323691986433214, 0.18669280552903866, -0.3079864999486317, 0.010821797375315079, -0.5634651424072685, -0.5781244910643315, -0.2723427267725542, -0.6171942282318861, 0, -0.7430781473045387, 0.08601280913478693, 0.09933003418070707, -0.7079764750022575, -0.5489223014491731, 0.4148947805025591, -0.8981919518009369, 0.16088620932162434, -0.3082566080650333, -0.4336050205791504, 0.6438988459297326, 0.49642075101129945, 0.41602884872879886, 0.5156012126177749, -0.8355299660447257, 0.14943902880313886]]
sil_4;0.6;0.9;-1;0;-9999;-100;-0.548853952;-0.763711187;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[0.7005960589117144, 0.16949274244112367, -0.2397711375647935, -0.5973939668091135, -0.8826848809262204, -0.29262455116032426, -0.31079256538143474, -0.16820126651485712, 0.36749902183777383, -0.24996374832853463, -0.45668871480993745, -0.6576694267216603, -0.45458378065354643, 0.24247596278574446, -0.5880061647575421, 0.2373367696831814, 0.0941737660649935, 0.8600759974832632, 0.8077632925054139, 0.2491608909250873, -0.27647088549325827, 0.975360806826417, -0.8485390377473865, 0.8557280723572782, 0, 0.0300246348217863, -0.5118388024324241, 0.1461784137607791, 0.47052017127298496, -0.24825984916951338, -0.9830134893263429, 0.2968171575521459, 0.7686007356367492, -0.029913890803383136, 0.13101816448099513, -0.6834621829781018, 0.21961833351636706, -0.9863109899068558, 0.3241065727262835, -0.5447698681399882]]
sil_5;0.6;0.9;-1;0;-9999;-100;-0.557293497;-0.86999129;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[0.698821903842545, 0.9209464482367078, -0.26611750774787657, 0.9934689565271952, 0.6867319281888946, -0.6508807967375128, -0.9119543211364343, 0.5749925671191534, -0.187962310175525, -0.42976844156560556, -0.9774056634367247, -0.5990153737377295, 0.5856750105841777, 0.16767327837968948, 0.7924711358749914, -0.14680086476913967, 0.18629544134749376, 0.6167079993936704, 0.024094347261203408, -0.7090158319233881, -0.4115868956991342, -0.39865179877574164, -0.9033190874223056, 0.7077648403038737, 0.29070184313431713, 0, -0.5822359280418361, -0.30109068162125996, -0.4411119134359953, -0.527719270765632, -0.5321353836586702, -0.10286916230050158, -0.531166348032095, -0.4418464860385092, 0.9564940874161643, -0.9726408433287785, 0.8463654889722727, -0.3296701937374873, 0.2380331880339437, 0.6782027819366889]]
sil_6;0.6;0.9;-1;0;-9999;-100;-0.894859267;-0.613122621;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.13822339180832444, 0.7816683198442076, -0.5451455225376014, -0.9509290953427534, 0.36145024173348705, 0.6801259719406223, 0.9532825981952757, 0.7837993234149188, -0.6209951690841411, 0.12480620408588683, 0.9218846496502706, -0.3156667066433674, -0.2132942488625662, -0.8849235778927187, 0.3993715597930789, 0.3586426267994913, 0.9898261305120504, 0.9084944006058495, -0.03567255021247351, -0.31222513644598604, -0.751978446962198, 0.02118052376373436, 0.9211048001531044, 0.7269969290766947, 0.30968420313735945, 0.9020856658648579, 0, -0.4089718665391342, 0.4656626348168269, 0.20090332422257173, 0.41149173358869806, -0.9585573830684824, 0.08770495856169136, 0.03052583735365122, -0.45390330045857996, -0.5012361133196546, -0.4226176430642059, -0.837140884984398, -0.9362494859929449, -0.11136636456305982]]
sil_7;0.6;0.9;-1;0;-9999;-100;-0.58486602;-0.744444101;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[0.3578343936363393, 0.1600079730162145, 0.06971566552058461, -0.2962278749140379, 0.4666129877876246, 0.8547496232703344, -0.5492586684768632, -0.947060550461144, -0.9069146327881088, -0.9396056426457076, 0.21104035096595974, 0.11085669995722491, -0.6292699137342477, 0.7860010281547618, 0.30221556695199614, 0.30823489970615436, 0.5179684046768094, 0.036841514743380044, -0.30693108262254953, -0.035446446657450226, 0.8491794502778742, 0.35552664444742477, 0.03245694842065072, -0.5102318853599626, 0.56038316976185, 0.4837665085256373, 0.8600073662504748, 0, -0.31779801014973175, 0.33518582054751844, 0.8384251221215289, 0.7169545929999819, -0.2274684420670292, -0.1033919351496313, 0.4393561870136802, 0.718129518340691, -0.584712359607978, 0.4981657740223817, 0.18325321358234614, -0.29297355188405305]]
sil_8;0.6;0.9;-1;0;-9999;-100;-0.748644861;-0.737118323;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.4421124952580626, 0.24863395178591685, 0.8832171553746397, -0.23205860460810102, 0.3557643922412683, -0.11769439443325691, 0.18457015189053272, -0.6730268160616775, 0.96066271863599, -0.2383963290981066, 0.552494316062224, -0.5847151363549512, 0.48924593444367726, -0.44824740380605266, -0.2030410769318749, -0.24393684726271925, 0.12160030563549751, 0.24591878057993832, 0.4943302585347238, 0.8179285170072748, -0.13773892091940443, -0.36080308676851125, 0.07304288458772557, -0.7841054456466896, 0.7938522002096413, -0.4179048941504031, 0.9491575821640317, 0.9719929981428312, 0, -0.6350242130771981, 0.5522846828891124, 0.062321440008475504, 0.9104061521476623, 0.3744605414022517, -0.2638369714485722, -0.061617309506250884, -0.1901991683858013, 0.7366473168047021, -0.8095330625081956, -0.34814420519062983]]
sil_9;0.6;0.9;-1;0;-9999;-100;-0.53179843;-0.936517119;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[0.6995806280149717, 0.6247185319625597, -0.9384254918198132, 0.3384494301797043, 0.8123311632206511, 0.23018455884937317, -0.6325991964122313, -0.8847930795870751, -0.297561375817343, -0.7983256835989481, 0.8412591822400393, -0.8317366566475008, -0.13289636494160706, 0.7016961542823954, -0.3909961313869368, 0.2706549239253595, -0.4083340768505559, 0.41347185659673213, 0.5970847883833521, -0.11712142964646666, -0.7069086078917552, -0.21862114706165858, -0.6324907504949835, 0.4358923959260057, 0.0505287199272646, 0.053697257848267954, -0.8663310967601248, 0.08211478468193412, -0.29726067998911865, 0, 0.3486411942651513, 0.3170984238460759, 0.5416214410563145, 0.8151199153749766, 0.2835199255983294, 0.9830767745899249, -0.5707096373336822, -0.7221358153887836, -0.10431403797758798, -0.25934058052286213]]
sil_10;0.6;0.9;-1;0;-9999;-100;-0.798473427;-0.818931559;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.15040660118975513, -0.8783447679158549, 0.21300303285518685, 0.18823882003032444, 0.6103369298196382, 0.22664765517572172, -0.5209873197675825, -0.710910698049386, -0.6138273090602595, 0.12738251463128414, 0.6556247121068726, -0.14737624792013682, 0.22063774254307833, -0.02397820765431824, -0.8719521297395469, 0.8158552978031406, 0.7569977093255607, 0.17577421473278831, -0.7546328908029261, 0.9963306834014718, -0.06407636625943747, -0.2899795969909629, 0.23393382606124447, -0.5866802923260395, 0.9160927043254701, 0.24378005284042437, -0.9708998642266036, 0.21191787198468304, -0.8205649817431833, 0.39861648712927344, 0, -0.8930520458422906, 0.7143751749830785, -0.821044673324506, 0.3286535030436828, -0.6654397520262385, -0.9124148980160165, 0.7272270875848375, 0.6013581050356647, -0.4216816700227042]]
sil_11;0.6;0.9;-1;0;-9999;-100;-0.732469393;-0.97196682;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]];[[-0.28956101188022676, -0.3382061018037985, 0.9797281248896283, 0.04027557913745783, -0.7140661043001726, 0.24666056367803013, -0.3968146139222102, -0.6859234466152695, 0.035154359115023404, 0.9870308969625416, -0.13479033357741854, 0.9924137889755875, -0.8179172183747798, 0.41882788079647626, -0.10563937315904393, -0.4997091865830414, -0.8210691838746473, 0.6999307518780538, 0.1859322382825026, 0.9839018413373526, -0.9822105257497855, 0.8356636267324162, 0.141912877684357, 0.38030225016578556, -0.012759361782833212, -0.7867188040630682, 0.2982520886098605, -0.6937558643833195, 0.2031720020597827, -0.5595802622452688, -0.48435153230375394, 0, 0.7582853741780082, 0.8570211212244103, -0.8939495730900091, 0.949591665115811, -0.11466389640530839, -0.30140940364337543, 0.5456956684443977, 0.7339641981596092]]
sil_12;0.6;0.9;-1;0;-9999;-100;-0.97154276;-0.854468727;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]];[[0.0002941147279118539, 0.556930900962133, -0.26888504556686565, 0.514758413967529, -0.02684070318139553, 0.9480828663044449, 0.6309142384167696, -0.9928026883997061, -0.84784429734082, -0.8025680962232289, 0.19958034477340791, -0.43352242587774903, -0.19876832239887077, 0.6998457883387825, -0.5894559810429674, 0.42943605027314513, -0.40397770625003915, 0.4963405022939824, 0.29589468046581313, 0.8128846982544593, 0.2348508607086608, -0.05799815068921732, 0.8860323619126496, -0.05349026551641001, -0.19997121223300351, 0.40931518179019344, -0.15297061711079984, -0.8333812258554658, 0.4209400618653014, -0.9887632787311158, -0.5011476406561186, -0.33178432793526835, 0, -0.6556879566493758, 0.1787199811196145, -0.6512473267867083, -0.5204501073135768, -0.8567574379259262, -0.2842825332360426, -0.02795898825196752]]
sil_13;0.6;0.9;-1;0;-9999;-100;-0.946473769;-0.774850835;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]];[[0.6346216524957591, 0.5794616574530687, -0.8897048509818177, -0.3457476865045086, -0.7066454174383892, 0.1051760718557615, 0.8105376765227299, 0.2756771951171919, -0.8988036327802871, -0.4592935240648508, -0.8459503618925461, -0.452534793158202, -0.7448397087386258, -0.3916926245982051, -0.18759440882471412, 0.4269806042475548, -0.19584120752600365, -0.5501817860246878, 0.5696582859368953, 0.05359085740054392, -0.10787777176508118, -0.030388201156498207, -0.9960632247354786, -0.6293642304313289, 0.065576513596314, -0.3860253992612872, 0.6999370400621072, -0.22730461995921614, -0.9036203073548368, -0.6852388694389182, -0.716175941372198, -0.052944858694393915, 0.5752078425919227, 0, -0.6177938574872013, -0.1714503128713203, -0.6298657193674171, -0.9098010726943073, 0.1615936469048891, -0.19062308551884777]]
sil_14;0.6;0.9;-1;0;-9999;-100;-0.764829837;-0.732880265;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]];[[0.128945732226462, 0.5916180285177086, 0.6763625147614973, 0.3741367211403379, 0.04924259855832758, -0.705429379197537, 0.2116538428661059, -0.3844753490119732, -0.4426924348845742, 0.47302928853092574, -0.9001990259627757, 0.40111496386243783, 0.045369854393078946, 0.171147527988613, -0.8624879485770793, -0.22601829203423707, -0.2588559581393284, 0.029636308509511933, -0.25516766302701965, 0.13934731281877966, -0.5555864221172935, -0.2348119506572599, -0.8175920064179254, -0.19249454203773642, 0.3028084031122873, -0.865643387899949, 0.02313482346961293, 0.29150434171291684, -0.5460865135641519, -0.8047898293686917, -0.8139628669730921, -0.05647518173161248, 0.22327018409713228, -0.764339791683913, 0, -0.8949295749098944, -0.48897862953005045, 0.532394006961771, -0.31898836563263133, 0.40091732462946816]]
sil_15;0.6;0.9;-1;0;-9999;-100;-0.891490127;-0.947422699;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]];[[0.45817689575002807, -0.5895725725524319, 7.162979445940465e-05, 0.007996657713058575, 0.9955889489707079, 0.314568125174679, -0.9008023204239641, 0.44072161777700836, -0.039008309386926676, -0.4274674576522848, -0.12020095784289087, 0.3106110437174876, 0.016776018538271043, 0.21065106940636613, -0.02604284879759211, 0.30125262332674074, 0.8024799454057456, 0.9988295857439642, 0.29145227988433686, -0.8300657431649696, 0.8486959391822317, 0.4399079056398194, -0.21988370240109645, 0.8858298933084934, -0.9513418963572602, -0.10627740653437323, -0.03683859434296788, 0.47171654068550084, 0.923932867257389, 0.852139836219187, 0.5592596636830078, 0.8374525340455015, -0.09165809651843526, 0.8794982315038675, -0.11248281672670157, 0, -0.05621928982192714, 0.3681832686201001, -0.19370269451401034, -0.5562119864610178]]
sil_16;0.6;0.9;-1;0;-9999;-100;-0.830616145;-0.932667632;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]];[[0.1496510549081671, -0.32921984132700643, -0.9219474957518525, 0.9929343630290108, 0.002639789260016512, -0.5178085278518041, 0.9021868612081498, -0.986992892866511, -0.03899546227888351, -0.18029382368596814, 0.00235575067506133, -0.9782264317173961, 0.2788592881261014, 0.33648480816859005, 0.11701509736256677, -0.14075306463713755, -0.0600774643806683, 0.6932583770561611, -0.3817522328329699, -0.6456282831873943, 0.642357465085484, 0.06986943872250295, -0.5091450379089066, 0.1820046953364669, -0.9928846397231399, -0.23930426107461744, -0.3012016125861028, -0.6868045442659201, 0.3127588965030135, -0.6715668554683563, -0.6958258739618637, -0.9361601535317534, 0.32002156974221263, -0.8293791716777019, -0.4734109999374476, -0.7505440703514503, 0, -0.9621155415912119, -0.8529575422086639, 0.7553347604538776]]
sil_17;0.6;0.9;-1;0;-9999;-100;-0.871750322;-0.518448708;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]];[[0.8121378850333367, -0.011812332212974841, 0.7484901519773617, 0.39322015342288497, -0.8069333519934685, 0.7255529127981606, -0.030267663152183655, 0.181266337815577, -0.039987297006721434, -0.3355878335617428, 0.2224405941805585, 0.7482789680526007, -0.4823447027620891, 0.07848411216904871, 0.5980887596112288, -0.08587765491854182, 0.29048418989831015, -0.7019664669245229, -0.15887966638164142, -0.259316608979582, 0.29100306929008, 0.6977600959708865, 0.8930435024936632, -0.6578313901583128, 0.7354281890102095, 0.9730061185364756, 0.25605154722510215, 0.5598516157417794, 0.5130537423050356, 0.55162100436426, 0.6500499129615445, 0.38210921405499376, -0.34712412450331565, 0.14612694071663856, -0.42671708158262756, 0.1548801434269187, 0.6347162477316528, 0, -0.5400584416899767, -0.004393632838611383]]
sil_18;0.6;0.9;-1;0;-9999;-100;-0.793775489;-0.575773471;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]];[[0.8041622486698563, 0.34149986234265994, -0.472642480209438, -0.08537111557120225, -0.4218708525988393, -0.021083376160273337, -0.3410886236065951, 0.9483778036836674, 0.1426418529503246, 0.39821778069604497, -0.8267251473361914, 0.23202495717554994, 0.22568613328789833, 0.7223997108921023, -0.399162916985875, 0.24715356579480452, 0.764756314219007, 0.11782425406118646, -0.03848769757425652, 0.21949418391844033, -0.04030342569438594, 0.13037234320264468, 0.8850618428012831, -0.754767420256697, -0.7638432377152335, 0.5864383276710861, -0.9027989628658011, 0.31350327151229584, -0.25102709243094234, -0.10255259701551744, 0.7944707683970369, 0.42468795784822344, -0.09418932522671941, 0.27579114770356195, 0.921460681227215, 0.961059640546291, 0.08146686784076307, -0.26317877604293405, 0, 0.37671733419883835]]
sil_19;0.6;0.9;-1;0;-9999;-100;-0.82745333;-0.761772663;100;500;0;[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]];[[-0.2600439222000648, -0.3091752043310041, -0.0054746591240608655, -0.3713972797649705, 0.5678074125525305, 0.8787224312716295, -0.8399323891160508, -0.16812347383409643, 0.20210329388575676, -0.6605998124554968, -0.9551961994527438, 0.7543379821796068, 0.18995071522857776, -0.1911274193382393, -0.7545876580103044, -0.19044028839911054, -0.7271248324758135, -0.1302401699474054, 0.7028656559429489, -0.7472332383407236, 0.20589808772257778, -0.6328996065310413, -0.8416181565923073, 0.8592545163444223, 0.39408560556955186, -0.9283964584686157, 0.30235645847483505, 0.973907979563418, -0.4532330633168806, -0.9741339189493159, 0.8097553775939315, 0.6672847364703045, -0.8773565585531669, -0.517525507083971, -0.5016075916174851, -0.9646251468125504, -0.505595069022126, 0.0010877808154237112, 0.4390682261843901, 0]]
